date,time,home_team,away_team,home_score,away_score,home_pens,away_pens,tournament,season,phase,group,matchday,venue,neutral,source
2004-02-13,21:10,Racing Club,Colón,1,1,,,Primera Division - Clausura,2004,zonas,,Fecha 1,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-14,18:35,Vélez Sarsfield,Rosario Central,3,0,,,Primera Division - Clausura,2004,zonas,,Fecha 1,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-14,20:00,Newell's Old Boys,Banfield,1,1,,,Primera Division - Clausura,2004,zonas,,Fecha 1,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-14,21:10,Chacarita Juniors,San Lorenzo,0,2,,,Primera Division - Clausura,2004,zonas,,Fecha 1,Chacarita Juniors,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-15,16:10,Nueva Chicago,River Plate,2,2,,,Primera Division - Clausura,2004,zonas,,Fecha 1,José Amalfitani,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-15,17:00,Estudiantes (LP),Independiente,1,4,,,Primera Division - Clausura,2004,zonas,,Fecha 1,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-15,17:00,Lanús,Olimpo,3,0,,,Primera Division - Clausura,2004,zonas,,Fecha 1,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-15,18:00,Atlético de Rafaela,Quilmes,0,0,,,Primera Division - Clausura,2004,zonas,,Fecha 1,Nuevo Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-15,18:00,Talleres (C),Arsenal,4,3,,,Primera Division - Clausura,2004,zonas,,Fecha 1,Chateau Carreras,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-15,18:30,Boca Juniors,Gimnasia y Esgrima (LP),0,0,,,Primera Division - Clausura,2004,zonas,,Fecha 1,La Bombonera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-20,21:10,Banfield,Vélez Sarsfield,1,2,,,Primera Division - Clausura,2004,zonas,,Fecha 2,Florencio Sola,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-21,19:00,Quilmes,Nueva Chicago,1,1,,,Primera Division - Clausura,2004,zonas,,Fecha 2,Centenario,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-21,20:30,Gimnasia y Esgrima (LP),Chacarita Juniors,6,1,,,Primera Division - Clausura,2004,zonas,,Fecha 2,Juan Carmelo Zerillo,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-21,21:10,Independiente,Newell's Old Boys,1,1,,,Primera Division - Clausura,2004,zonas,,Fecha 2,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-22,16:10,San Lorenzo,Racing Club,0,4,,,Primera Division - Clausura,2004,zonas,,Fecha 2,Nuevo Gasómetro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-22,17:00,Arsenal,Atlético de Rafaela,3,2,,,Primera Division - Clausura,2004,zonas,,Fecha 2,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-22,17:00,Colón,Lanús,3,2,,,Primera Division - Clausura,2004,zonas,,Fecha 2,Brigadier Estanislao López,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-22,17:00,Olimpo,Talleres (C),1,4,,,Primera Division - Clausura,2004,zonas,,Fecha 2,Roberto N. Carminatti,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-22,17:00,River Plate,Estudiantes (LP),3,0,,,Primera Division - Clausura,2004,zonas,,Fecha 2,Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-22,18:30,Rosario Central,Boca Juniors,1,2,,,Primera Division - Clausura,2004,zonas,,Fecha 2,Gigante de Arroyito,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-27,21:10,Independiente,Banfield,0,1,,,Primera Division - Clausura,2004,zonas,,Fecha 3,La Doble Visera,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-28,16:30,Lanús,San Lorenzo,0,4,,,Primera Division - Clausura,2004,zonas,,Fecha 3,Ciudad de Lanús,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-28,19:30,Atlético de Rafaela,Olimpo,0,2,,,Primera Division - Clausura,2004,zonas,,Fecha 3,Nuevo Monumental,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-28,21:10,Racing Club,Gimnasia y Esgrima (LP),1,0,,,Primera Division - Clausura,2004,zonas,,Fecha 3,El Cilindro,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-29,15:00,Newell's Old Boys,River Plate,2,3,,,Primera Division - Clausura,2004,zonas,,Fecha 3,Coloso del Parque,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-29,16:30,Chacarita Juniors,Rosario Central,1,1,,,Primera Division - Clausura,2004,zonas,,Fecha 3,Chacarita Juniors,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
2004-02-29,16:30,Estudiantes (LP),Quilmes,1,0,,,Primera Division - Clausura,2004,zonas,,Fecha 3,Jorge Luis Hirschi,false,https://es.wikipedia.org/wiki/Anexo:Torneo_Clausura_2004_(Argentina)
